date_rep,center,group,uah_paym,paym_type,paym_direction
30.04.2019,C_1,Group 151,3.96372325,Money from other bank,IN
30.04.2019,C_1,Group 151,23.41621733,Own money from other bank,IN
30.04.2019,C_1,Group 151,0.00984689,To CB client in other bank,OUT
30.04.2019,C_1,Group 151,0.67754457,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 151,11.90443158,To themselves in other bank,OUT
30.04.2019,C_1,Group 170,53.94636413,Money from other bank,IN
30.04.2019,C_1,Group 170,52.32272106,Own money from other bank,IN
30.04.2019,C_1,Group 170,53.08769977,To CB client in other bank,OUT
30.04.2019,C_1,Group 170,384.70151841,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 170,49.89482265,To themselves in other bank,OUT
30.04.2019,C_1,Group 403,0.15909382,To CB client in other bank,OUT
30.04.2019,C_1,Group 403,0.7875704,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 400,22.80395824,Money from other bank,IN
30.04.2019,C_1,Group 400,9.99290918,Own money from other bank,IN
30.04.2019,C_1,Group 400,0.26479311,To CB client in other bank,OUT
30.04.2019,C_1,Group 400,3.88030635,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 400,1.57653283,To themselves in other bank,OUT
30.04.2019,C_1,Group 515,0.002044,Money from other bank,IN
30.04.2019,C_1,Group 515,0.00128218,To CB client in other bank,OUT
30.04.2019,C_1,Group 515,5.01142076,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 564,0.04459503,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 105,14.42809002,Money from other bank,IN
30.04.2019,C_1,Group 105,0.00242342,Own money from other bank,IN
30.04.2019,C_1,Group 105,0.35083835,To CB client in other bank,OUT
30.04.2019,C_1,Group 105,11.6709064,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 105,0.30428446,To themselves in other bank,OUT
30.04.2019,C_1,Group 441,1.90613212,Money from other bank,IN
30.04.2019,C_1,Group 441,2.69986452,Own money from other bank,IN
30.04.2019,C_1,Group 441,0.00707936,To CB client in other bank,OUT
30.04.2019,C_1,Group 441,2.11377104,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 215,27.03485495,Money from other bank,IN
30.04.2019,C_1,Group 215,63.3498625,Own money from other bank,IN
30.04.2019,C_1,Group 215,2.24853635,To CB client in other bank,OUT
30.04.2019,C_1,Group 215,48.05724867,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 215,67.67099691,To themselves in other bank,OUT
30.04.2019,C_1,Group 682,56.61467385,Money from other bank,IN
30.04.2019,C_1,Group 682,0.0018926,To CB client in other bank,OUT
30.04.2019,C_1,Group 682,46.53056897,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 682,1.88183021,To themselves in other bank,OUT
30.04.2019,C_1,Group 371,12.80921939,Money from other bank,IN
30.04.2019,C_1,Group 371,7.66123037,Own money from other bank,IN
30.04.2019,C_1,Group 371,0.74177922,To CB client in other bank,OUT
30.04.2019,C_1,Group 371,10.04231591,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 371,7.90726791,To themselves in other bank,OUT
30.04.2019,C_1,Group 596,2.26548979,Money from other bank,IN
30.04.2019,C_1,Group 596,0.68133472,Own money from other bank,IN
30.04.2019,C_1,Group 596,0.09432281,To CB client in other bank,OUT
30.04.2019,C_1,Group 596,19.24288323,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 596,0.15140771,To themselves in other bank,OUT
30.04.2019,C_1,Group 55,10.71024972,Money from other bank,IN
30.04.2019,C_1,Group 55,0.00037852,Own money from other bank,IN
30.04.2019,C_1,Group 55,0.08973744,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 55,10.6095171,To themselves in other bank,OUT
30.04.2019,C_1,Group 399,0.00318401,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 187,4.85086696,Money from other bank,IN
30.04.2019,C_1,Group 187,0.1886839,To CB client in other bank,OUT
30.04.2019,C_1,Group 187,1.33727643,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 187,0.01892596,To themselves in other bank,OUT
30.04.2019,C_1,Group 410,118.87266937,Own money from other bank,IN
30.04.2019,C_1,Group 410,4.41822104,To themselves in other bank,OUT
30.04.2019,C_1,Group 261,65.58236556,Own money from other bank,IN
30.04.2019,C_1,Group 261,20.318252,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 261,43.90823731,To themselves in other bank,OUT
30.04.2019,C_1,Group 447,0.002044,Money from other bank,IN
30.04.2019,C_1,Group 447,0.05943377,To CB client in other bank,OUT
30.04.2019,C_1,Group 447,1.46175034,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 330,0.07602269,To CB client in other bank,OUT
30.04.2019,C_1,Group 330,0.2912961,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 598,1.72544012,Money from other bank,IN
30.04.2019,C_1,Group 598,0.9667779,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 650,1.70272197,Money from other bank,IN
30.04.2019,C_1,Group 650,3.59593323,Own money from other bank,IN
30.04.2019,C_1,Group 650,0.46677854,To CB client in other bank,OUT
30.04.2019,C_1,Group 650,2.94820864,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 650,1.47921545,To themselves in other bank,OUT
30.04.2019,C_1,Group 263,0.71679853,Money from other bank,IN
30.04.2019,C_1,Group 263,0.00080829,To CB client in other bank,OUT
30.04.2019,C_1,Group 263,0.79332589,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 263,0.01324818,To themselves in other bank,OUT
30.04.2019,C_1,Group 387,2.98847731,Money from other bank,IN
30.04.2019,C_1,Group 387,0.00005704,Own money from other bank,IN
30.04.2019,C_1,Group 387,0.06175052,To CB client in other bank,OUT
30.04.2019,C_1,Group 387,1.43354772,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 387,0.84599061,To themselves in other bank,OUT
30.04.2019,C_1,Group 425,5.79708735,Money from other bank,IN
30.04.2019,C_1,Group 425,0.12528781,To CB client in other bank,OUT
30.04.2019,C_1,Group 425,2.43447356,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 255,0.00532425,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 560,0.00293352,Money from other bank,IN
30.04.2019,C_1,Group 560,4.10693427,Own money from other bank,IN
30.04.2019,C_1,Group 560,0.20298745,To CB client in other bank,OUT
30.04.2019,C_1,Group 560,2.56248395,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 560,0.0247347,To themselves in other bank,OUT
30.04.2019,C_1,Group 518,2.24461937,Own money from other bank,IN
30.04.2019,C_1,Group 518,1.56605894,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 518,0.70505678,To themselves in other bank,OUT
30.04.2019,C_1,Group 631,0.1768832,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 516,2.96538414,Money from other bank,IN
30.04.2019,C_1,Group 516,0.38608967,Own money from other bank,IN
30.04.2019,C_1,Group 516,0.01935018,To CB client in other bank,OUT
30.04.2019,C_1,Group 516,2.82961953,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 516,0.55263816,To themselves in other bank,OUT
30.04.2019,C_1,Group 68,36.71247462,Money from other bank,IN
30.04.2019,C_1,Group 68,8.22295299,Own money from other bank,IN
30.04.2019,C_1,Group 68,24.70589436,To CB client in other bank,OUT
30.04.2019,C_1,Group 68,18.56226809,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 68,554.98130886,To themselves in other bank,OUT
30.04.2019,C_1,Group 618,9.34235578,Money from other bank,IN
30.04.2019,C_1,Group 618,0.37851929,Own money from other bank,IN
30.04.2019,C_1,Group 618,0.25741265,To CB client in other bank,OUT
30.04.2019,C_1,Group 618,8.33892217,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 618,0.60563086,To themselves in other bank,OUT
30.04.2019,C_1,Group 224,20.03373028,Money from other bank,IN
30.04.2019,C_1,Group 224,6.60894675,Own money from other bank,IN
30.04.2019,C_1,Group 224,3.67580817,To CB client in other bank,OUT
30.04.2019,C_1,Group 224,28.02687488,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 224,10.48952648,To themselves in other bank,OUT
30.04.2019,C_1,Group 470,1.77453805,Money from other bank,IN
30.04.2019,C_1,Group 470,0.58679672,To CB client in other bank,OUT
30.04.2019,C_1,Group 470,7.64763957,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 470,0.6929246,To themselves in other bank,OUT
30.04.2019,C_1,Group 581,5.87374624,Money from other bank,IN
30.04.2019,C_1,Group 581,0.37851929,Own money from other bank,IN
30.04.2019,C_1,Group 581,0.04681883,To CB client in other bank,OUT
30.04.2019,C_1,Group 581,4.42456604,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 581,0.90844629,To themselves in other bank,OUT
30.04.2019,C_1,Group 360,5.01775655,Money from other bank,IN
30.04.2019,C_1,Group 360,7.36977052,Own money from other bank,IN
30.04.2019,C_1,Group 360,0.241761,To CB client in other bank,OUT
30.04.2019,C_1,Group 360,4.83899397,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 360,0.2119708,To themselves in other bank,OUT
30.04.2019,C_1,Group 615,2.424759,Money from other bank,IN
30.04.2019,C_1,Group 615,0.01135558,Own money from other bank,IN
30.04.2019,C_1,Group 615,0.0787091,To CB client in other bank,OUT
30.04.2019,C_1,Group 615,1.17772018,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 615,1.51407715,To themselves in other bank,OUT
30.04.2019,C_1,Group 20,0.00318089,Money from other bank,IN
30.04.2019,C_1,Group 20,10.72719973,Own money from other bank,IN
30.04.2019,C_1,Group 20,0.00330863,To CB client in other bank,OUT
30.04.2019,C_1,Group 20,1.72947669,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 20,7.2732481,To themselves in other bank,OUT
30.04.2019,C_1,Group 703,0.31759261,Money from other bank,IN
30.04.2019,C_1,Group 703,0.00378519,To CB client in other bank,OUT
30.04.2019,C_1,Group 703,0.38083618,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 703,0.00567779,To themselves in other bank,OUT
30.04.2019,C_1,Group 289,0.06071128,Money from other bank,IN
30.04.2019,C_1,Group 289,67.00624125,Own money from other bank,IN
30.04.2019,C_1,Group 289,0.54653251,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 289,295.15041414,To themselves in other bank,OUT
30.04.2019,C_1,Group 332,0.00318664,Money from other bank,IN
30.04.2019,C_1,Group 332,0.00312276,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 627,0.02838895,To themselves in other bank,OUT
30.04.2019,C_1,Group 429,7.44321609,Money from other bank,IN
30.04.2019,C_1,Group 429,3.63378516,Own money from other bank,IN
30.04.2019,C_1,Group 429,19.34784654,To CB client in other bank,OUT
30.04.2019,C_1,Group 429,0.14916266,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 307,4.20132218,Money from other bank,IN
30.04.2019,C_1,Group 307,0.00575771,To CB client in other bank,OUT
30.04.2019,C_1,Group 307,1.60006086,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 700,2.96976911,Own money from other bank,IN
30.04.2019,C_1,Group 700,1.03185385,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 700,1.01140354,To themselves in other bank,OUT
30.04.2019,C_1,Group 258,2.2022542,Money from other bank,IN
30.04.2019,C_1,Group 258,5.50177784,Own money from other bank,IN
30.04.2019,C_1,Group 258,0.02065856,To CB client in other bank,OUT
30.04.2019,C_1,Group 258,0.56195067,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 522,0.00093152,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 126,7.87830765,Money from other bank,IN
30.04.2019,C_1,Group 126,0.50506737,To CB client in other bank,OUT
30.04.2019,C_1,Group 126,7.72359721,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 126,1.66162283,To themselves in other bank,OUT
30.04.2019,C_1,Group 469,6.77357446,Money from other bank,IN
30.04.2019,C_1,Group 469,0.03383808,To CB client in other bank,OUT
30.04.2019,C_1,Group 469,1.21429456,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 469,6.04104443,To themselves in other bank,OUT
30.04.2019,C_1,Group 342,140.98521743,Money from other bank,IN
30.04.2019,C_1,Group 342,30.28154297,Own money from other bank,IN
30.04.2019,C_1,Group 342,1.80550722,To CB client in other bank,OUT
30.04.2019,C_1,Group 342,60.04375457,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 342,38.1383387,To themselves in other bank,OUT
30.04.2019,C_1,Group 167,0.00022711,To CB client in other bank,OUT
30.04.2019,C_1,Group 167,0.04147069,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 495,10.18022466,Money from other bank,IN
30.04.2019,C_1,Group 495,0.23123626,To CB client in other bank,OUT
30.04.2019,C_1,Group 495,4.54367336,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 495,0.04163712,To themselves in other bank,OUT
30.04.2019,C_1,Group 344,1.50488687,Money from other bank,IN
30.04.2019,C_1,Group 344,0.00151408,To CB client in other bank,OUT
30.04.2019,C_1,Group 344,3.9980421,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 576,0.00257412,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 601,0.00011356,Own money from other bank,IN
30.04.2019,C_1,Group 680,0.96932467,Money from other bank,IN
30.04.2019,C_1,Group 680,0.58715983,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 166,11.77467456,Money from other bank,IN
30.04.2019,C_1,Group 166,11.7340979,To themselves in other bank,OUT
30.04.2019,C_1,Group 423,0.91862696,Money from other bank,IN
30.04.2019,C_1,Group 423,0.02369762,To CB client in other bank,OUT
30.04.2019,C_1,Group 423,0.65380052,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 423,0.22711157,To themselves in other bank,OUT
30.04.2019,C_1,Group 699,0.12295822,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 482,0.07929079,Money from other bank,IN
30.04.2019,C_1,Group 482,0.02403597,Own money from other bank,IN
30.04.2019,C_1,Group 482,0.00034067,To CB client in other bank,OUT
30.04.2019,C_1,Group 482,0.02626244,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 482,0.00548853,To themselves in other bank,OUT
30.04.2019,C_1,Group 510,39.43518834,Money from other bank,IN
30.04.2019,C_1,Group 510,0.04623416,To CB client in other bank,OUT
30.04.2019,C_1,Group 510,4.47975263,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 338,1.04954219,Money from other bank,IN
30.04.2019,C_1,Group 338,0.07392202,To CB client in other bank,OUT
30.04.2019,C_1,Group 338,2.13887914,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 338,0.33071457,To themselves in other bank,OUT
30.04.2019,C_1,Group 660,0.00596168,Money from other bank,IN
30.04.2019,C_1,Group 660,0.00360219,To CB client in other bank,OUT
30.04.2019,C_1,Group 660,1.19289644,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 218,36.57358487,Money from other bank,IN
30.04.2019,C_1,Group 218,26.04224051,Own money from other bank,IN
30.04.2019,C_1,Group 218,22.82758452,To CB client in other bank,OUT
30.04.2019,C_1,Group 218,29.94078926,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 218,0.89017151,To themselves in other bank,OUT
30.04.2019,C_1,Group 647,23.26436462,Money from other bank,IN
30.04.2019,C_1,Group 647,0.97271449,To CB client in other bank,OUT
30.04.2019,C_1,Group 647,11.15157797,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 647,11.54483826,To themselves in other bank,OUT
30.04.2019,C_1,Group 662,0.00335936,Money from other bank,IN
30.04.2019,C_1,Group 662,0.6915003,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 662,0.03176875,To themselves in other bank,OUT
30.04.2019,C_1,Group 101,7.55952808,Money from other bank,IN
30.04.2019,C_1,Group 101,0.04776841,To CB client in other bank,OUT
30.04.2019,C_1,Group 101,5.95870518,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 101,0.24317669,To themselves in other bank,OUT
30.04.2019,C_1,Group 685,0.6624678,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 685,1.89259644,To themselves in other bank,OUT
30.04.2019,C_1,Group 394,18.19330055,Money from other bank,IN
30.04.2019,C_1,Group 394,0.86772438,To CB client in other bank,OUT
30.04.2019,C_1,Group 394,5.04201676,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 394,0.2873374,To themselves in other bank,OUT
30.04.2019,C_1,Group 567,6.93507322,Money from other bank,IN
30.04.2019,C_1,Group 567,1.74198361,Own money from other bank,IN
30.04.2019,C_1,Group 567,0.01922878,To CB client in other bank,OUT
30.04.2019,C_1,Group 567,1.43845016,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 567,2.04203585,To themselves in other bank,OUT
30.04.2019,C_1,Group 247,12.74110491,Money from other bank,IN
30.04.2019,C_1,Group 247,7.21685675,To CB client in other bank,OUT
30.04.2019,C_1,Group 247,4.15182851,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 247,1.3248175,To themselves in other bank,OUT
30.04.2019,C_1,Group 491,0.00208148,Money from other bank,IN
30.04.2019,C_1,Group 491,0.63364129,Own money from other bank,IN
30.04.2019,C_1,Group 491,0.13952029,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 312,0.00441174,To CB client in other bank,OUT
30.04.2019,C_1,Group 312,0.02201945,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 380,0.83274243,Own money from other bank,IN
30.04.2019,C_1,Group 380,0.21553983,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 310,0.01667241,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 322,0.00113556,Money from other bank,IN
30.04.2019,C_1,Group 322,2.00615222,Own money from other bank,IN
30.04.2019,C_1,Group 322,0.51526675,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 221,2.38491401,Money from other bank,IN
30.04.2019,C_1,Group 221,2.35817516,Own money from other bank,IN
30.04.2019,C_1,Group 221,0.00033762,To CB client in other bank,OUT
30.04.2019,C_1,Group 221,1.67403432,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 221,1.90849425,To themselves in other bank,OUT
30.04.2019,C_1,Group 473,0.00130665,To CB client in other bank,OUT
30.04.2019,C_1,Group 473,0.18968096,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 641,3.00107311,Money from other bank,IN
30.04.2019,C_1,Group 641,0.24603754,Own money from other bank,IN
30.04.2019,C_1,Group 641,0.00931839,To CB client in other bank,OUT
30.04.2019,C_1,Group 641,2.81845573,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 641,0.37851929,To themselves in other bank,OUT
30.04.2019,C_1,Group 656,0.00251666,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 420,24.53836013,Money from other bank,IN
30.04.2019,C_1,Group 420,0.82706464,Own money from other bank,IN
30.04.2019,C_1,Group 420,1.50821739,To CB client in other bank,OUT
30.04.2019,C_1,Group 420,11.37531008,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 420,1.84053035,To themselves in other bank,OUT
30.04.2019,C_1,Group 333,0.3619834,Money from other bank,IN
30.04.2019,C_1,Group 333,0.28388947,Own money from other bank,IN
30.04.2019,C_1,Group 333,0.00028389,To CB client in other bank,OUT
30.04.2019,C_1,Group 333,0.01130785,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 333,0.48046403,To themselves in other bank,OUT
30.04.2019,C_1,Group 351,171.81426684,Money from other bank,IN
30.04.2019,C_1,Group 351,590.10778345,Own money from other bank,IN
30.04.2019,C_1,Group 351,41.6395649,To CB client in other bank,OUT
30.04.2019,C_1,Group 351,415.23800263,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 351,64.57917558,To themselves in other bank,OUT
30.04.2019,C_1,Group 688,0.00022711,To CB client in other bank,OUT
30.04.2019,C_1,Group 688,0.04553204,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 709,1.55192908,Own money from other bank,IN
30.04.2019,C_1,Group 709,0.43256099,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 485,9.01033013,Money from other bank,IN
30.04.2019,C_1,Group 485,0.16653289,To CB client in other bank,OUT
30.04.2019,C_1,Group 485,2.75513294,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 485,0.66411739,To themselves in other bank,OUT
30.04.2019,C_1,Group 362,0.10597155,Money from other bank,IN
30.04.2019,C_1,Group 362,2.87674658,Own money from other bank,IN
30.04.2019,C_1,Group 362,0.00053752,To CB client in other bank,OUT
30.04.2019,C_1,Group 362,1.0812508,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 198,4.29264975,Money from other bank,IN
30.04.2019,C_1,Group 198,9.80433087,Own money from other bank,IN
30.04.2019,C_1,Group 198,2.09008861,To CB client in other bank,OUT
30.04.2019,C_1,Group 198,10.62031813,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 198,19.05587218,To themselves in other bank,OUT
30.04.2019,C_1,Group 252,0.37568039,Own money from other bank,IN
30.04.2019,C_1,Group 252,0.10767378,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 379,0.02623321,To CB client in other bank,OUT
30.04.2019,C_1,Group 379,0.61905221,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 379,0.19507294,To themselves in other bank,OUT
30.04.2019,C_1,Group 590,1.27213318,Money from other bank,IN
30.04.2019,C_1,Group 590,0.01128298,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 590,1.55192908,To themselves in other bank,OUT
30.04.2019,C_1,Group 539,0.0033509,Money from other bank,IN
30.04.2019,C_1,Group 539,2.17202596,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 539,1.30589154,To themselves in other bank,OUT
30.04.2019,C_1,Group 667,0.08897368,Money from other bank,IN
30.04.2019,C_1,Group 667,6.05630859,Own money from other bank,IN
30.04.2019,C_1,Group 667,0.078425,To CB client in other bank,OUT
30.04.2019,C_1,Group 667,37.35086272,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 667,0.75703857,To themselves in other bank,OUT
30.04.2019,C_1,Group 523,0.24632437,Money from other bank,IN
30.04.2019,C_1,Group 523,0.01476225,To CB client in other bank,OUT
30.04.2019,C_1,Group 523,0.09890015,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 523,0.04163712,To themselves in other bank,OUT
30.04.2019,C_1,Group 530,0.51163149,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 541,17.44973914,Own money from other bank,IN
30.04.2019,C_1,Group 541,7.97137211,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 508,0.23089677,Own money from other bank,IN
30.04.2019,C_1,Group 508,0.0019683,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 559,0.00227112,Money from other bank,IN
30.04.2019,C_1,Group 559,0.00018926,Own money from other bank,IN
30.04.2019,C_1,Group 559,0.03228869,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 681,7.54622836,Money from other bank,IN
30.04.2019,C_1,Group 681,0.03506145,To CB client in other bank,OUT
30.04.2019,C_1,Group 681,2.48617293,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 681,0.29789468,To themselves in other bank,OUT
30.04.2019,C_1,Group 195,18.92673512,Money from other bank,IN
30.04.2019,C_1,Group 195,17.78426463,Own money from other bank,IN
30.04.2019,C_1,Group 195,0.21701254,To CB client in other bank,OUT
30.04.2019,C_1,Group 195,8.81401838,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 195,26.26595298,To themselves in other bank,OUT
30.04.2019,C_1,Group 177,0.14866781,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 212,0.00311895,Money from other bank,IN
30.04.2019,C_1,Group 212,1.57842543,Own money from other bank,IN
30.04.2019,C_1,Group 212,0.01935296,To CB client in other bank,OUT
30.04.2019,C_1,Group 212,1.6916534,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 212,0.22900417,To themselves in other bank,OUT
30.04.2019,C_1,Group 427,0.6863607,Money from other bank,IN
30.04.2019,C_1,Group 427,0.02773124,To CB client in other bank,OUT
30.04.2019,C_1,Group 427,0.21127348,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 535,47.65405728,Money from other bank,IN
30.04.2019,C_1,Group 535,0.30071308,To CB client in other bank,OUT
30.04.2019,C_1,Group 535,145.90659298,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 366,9.85135184,Money from other bank,IN
30.04.2019,C_1,Group 366,0.99643272,Own money from other bank,IN
30.04.2019,C_1,Group 366,0.03282457,To CB client in other bank,OUT
30.04.2019,C_1,Group 366,5.81547596,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 270,7.27097348,Money from other bank,IN
30.04.2019,C_1,Group 270,1.37023982,Own money from other bank,IN
30.04.2019,C_1,Group 270,0.00614271,To CB client in other bank,OUT
30.04.2019,C_1,Group 270,2.02747956,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 270,2.25288169,To themselves in other bank,OUT
30.04.2019,C_1,Group 99,1.49515118,Own money from other bank,IN
30.04.2019,C_1,Group 99,0.15444507,To CB client in other bank,OUT
30.04.2019,C_1,Group 99,1.67396989,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 99,0.83819069,To themselves in other bank,OUT
30.04.2019,C_1,Group 118,0.4576302,Money from other bank,IN
30.04.2019,C_1,Group 118,0.39422275,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 367,0.33439964,Money from other bank,IN
30.04.2019,C_1,Group 367,0.0050608,To CB client in other bank,OUT
30.04.2019,C_1,Group 367,0.35249332,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 367,0.03785193,To themselves in other bank,OUT
30.04.2019,C_1,Group 164,8.98760487,Money from other bank,IN
30.04.2019,C_1,Group 164,0.35232122,To CB client in other bank,OUT
30.04.2019,C_1,Group 164,39.60866878,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 164,0.01522352,To themselves in other bank,OUT
30.04.2019,C_1,Group 503,2.43644552,Money from other bank,IN
30.04.2019,C_1,Group 503,10.55868725,Own money from other bank,IN
30.04.2019,C_1,Group 503,0.01549658,To CB client in other bank,OUT
30.04.2019,C_1,Group 503,2.44582058,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 503,12.88738371,To themselves in other bank,OUT
30.04.2019,C_1,Group 277,3.00010602,Money from other bank,IN
30.04.2019,C_1,Group 277,1.51407715,Own money from other bank,IN
30.04.2019,C_1,Group 277,0.1941504,To CB client in other bank,OUT
30.04.2019,C_1,Group 277,5.64373135,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 277,0.2649635,To themselves in other bank,OUT
30.04.2019,C_1,Group 292,0.078962,Money from other bank,IN
30.04.2019,C_1,Group 292,0.18925964,Own money from other bank,IN
30.04.2019,C_1,Group 292,0.05797704,To CB client in other bank,OUT
30.04.2019,C_1,Group 292,0.84731386,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 292,0.01433263,To themselves in other bank,OUT
30.04.2019,C_1,Group 597,3.56957099,Money from other bank,IN
30.04.2019,C_1,Group 597,0.11930577,To CB client in other bank,OUT
30.04.2019,C_1,Group 597,2.65532866,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 597,0.37473409,To themselves in other bank,OUT
30.04.2019,C_1,Group 494,0.37851929,Own money from other bank,IN
30.04.2019,C_1,Group 494,0.20524156,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 295,3.16536175,Money from other bank,IN
30.04.2019,C_1,Group 295,0.00757039,Own money from other bank,IN
30.04.2019,C_1,Group 295,1.17510167,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 382,0.00014037,Money from other bank,IN
30.04.2019,C_1,Group 382,0.38608967,Own money from other bank,IN
30.04.2019,C_1,Group 382,0.13293972,To non-CB client in other bank,OUT
30.04.2019,C_1,Group 612,1.71478526,Money from other bank,IN
30.04.2019,C_1,Group 612,0.3120402,To CB client in other bank,OUT
